Date,Category,Payment_Mode,Description,Amount,Cashback
3/4/2024,Transportation,UPI,Paid for a cab ride to work,243.72,0
3/4/2024,Medical Health,Debit Card,Doctor's consultation fee,154.75,0
3/4/2024,Food,UPI,Had lunch at hotel,220.83,9.27
3/4/2024,Groceries,Credit Card,Bought fresh fruits and snacks,152.09,0.81
3/4/2024,Entertainment,Credit Card,Concert tickets,86.94,5.57
3/4/2024,Food,Debit Card,Took out a meal from a restaurant,607.1,0
3/5/2024,Medical Health,Credit Card,Health checkup cost,432.4,6.61
3/5/2024,Groceries,Netbanking,Bought fresh fruits and snacks,152.25,0
3/5/2024,Shopping,Debit Card,Shopping for accessories,858.8,0
3/5/2024,Entertainment,Cash,Movie tickets,185.07,0
3/5/2024,Medical Health,Cash,Doctor's consultation fee,728.12,0
3/5/2024,Transportation,Debit Card,Fuel refilled for the bike,952.65,0
3/5/2024,Investment,Debit Card,Bought mutual fund units,757.18,0
3/6/2024,Entertainment,Debit Card,Concert tickets,958.77,0
3/6/2024,Entertainment,UPI,Concert tickets,523.56,0
3/6/2024,Shopping,Cash,Purchased electronics,919.02,0
3/6/2024,Food,Debit Card,Had dinner at a restaurant with friends,893.5,0
3/7/2024,Entertainment,Netbanking,Concert tickets,407.31,0
3/7/2024,Investment,Netbanking,Investment in gold,164.23,0
3/7/2024,Investment,Credit Card,Purchased bonds,395.39,6.11
3/7/2024,Investment,Debit Card,Purchased bonds,190.49,0
3/7/2024,Investment,Credit Card,Invested in stocks,759.05,0
3/7/2024,Medical Health,Debit Card,Doctor's consultation fee,938.08,9.66
3/8/2024,Groceries,Cash,Bought vegetables and fruits,315.32,0
3/8/2024,Investment,Credit Card,Bought mutual fund units,203.22,0
3/8/2024,Groceries,Cash,Bought fresh fruits and snacks,610.29,0
3/8/2024,Entertainment,Netbanking,Gaming console purchase,535.19,0
3/8/2024,Medical Health,Credit Card,Bought medication,41.7,0
3/8/2024,Investment,Netbanking,Invested in stocks,542.23,0
3/8/2024,Entertainment,Cash,Movie tickets,809.97,0
3/8/2024,Groceries,Credit Card,Grocery shopping at the local store,668.57,0
3/8/2024,Medical Health,UPI,Medical insurance payment,511.29,0
3/8/2024,Food,Debit Card,Dinner delivery from zomato,396.1,0
3/8/2024,Groceries,Debit Card,Bought fresh fruits and snacks,693.46,0
3/9/2024,Investment,UPI,Bought mutual fund units,441.64,0
3/9/2024,Transportation,UPI,Uber ride to the office,705.11,0
3/9/2024,Transportation,Credit Card,Paid for train ticket,448.52,0
3/9/2024,Food,Netbanking,Took out a meal from a restaurant,236.19,0
3/9/2024,Investment,Netbanking,Bought mutual fund units,411.46,0
3/9/2024,Investment,Credit Card,Invested in stocks,345.06,0
3/9/2024,Medical Health,Debit Card,Medical insurance payment,246.04,0
3/9/2024,Medical Health,Netbanking,Medical insurance payment,303.82,0
3/9/2024,Entertainment,Credit Card,Concert tickets,839.51,0
3/9/2024,Medical Health,Netbanking,Doctor's consultation fee,412.56,0
3/9/2024,Transportation,Netbanking,Bought a metro ticket for travel,560.63,0
3/9/2024,Medical Health,Debit Card,Health checkup cost,427.54,0
3/9/2024,Medical Health,Debit Card,Health checkup cost,566.6,0
3/9/2024,Shopping,Netbanking,Bought household items,996.17,0
3/9/2024,Medical Health,Cash,Bought medication,679.44,0
3/10/2024,Medical Health,Cash,Health checkup cost,210.17,0
3/10/2024,Groceries,Credit Card,Bought vegetables and fruits,254.41,0.96
3/10/2024,Medical Health,Credit Card,Bought medication,49,0
3/10/2024,Shopping,UPI,Bought clothes,340.81,4.61
3/10/2024,Medical Health,Cash,Bought medication,266.7,0
3/10/2024,Shopping,Credit Card,Shopping for accessories,606.02,2.96
3/10/2024,Food,Cash,Dinner delivery from zomato,171.2,0
3/10/2024,Entertainment,Debit Card,Concert tickets,578.82,0
3/10/2024,Entertainment,Netbanking,Gaming console purchase,505.4,0
3/10/2024,Investment,Netbanking,Investment in gold,450.43,0
3/11/2024,Transportation,Credit Card,Fuel refilled for the bike,767.6,0
3/11/2024,Medical Health,Netbanking,Medical insurance payment,242.31,0
3/11/2024,Groceries,Netbanking,Purchased daily essentials,94.54,0
3/11/2024,Groceries,Cash,Bought fresh fruits and snacks,250.47,0
3/11/2024,Transportation,Debit Card,Bought a metro ticket for travel,840.58,0
3/11/2024,Entertainment,Cash,Concert tickets,148.78,0
3/12/2024,Transportation,Debit Card,Paid for train ticket,213.63,5.75
3/12/2024,Food,UPI,Had dinner at a restaurant with friends,48.12,0
3/12/2024,Entertainment,UPI,Concert tickets,260.41,0
3/12/2024,Shopping,UPI,Bought clothes,50.96,0
3/13/2024,Medical Health,Debit Card,Doctor's consultation fee,405.77,0
3/13/2024,Food,Debit Card,Took out a meal from a restaurant,744.93,0
3/13/2024,Transportation,Netbanking,Paid for a cab ride to work,301.71,0
3/13/2024,Transportation,Cash,Uber ride to the office,113.79,0
3/13/2024,Entertainment,Cash,Concert tickets,103.74,0
3/13/2024,Medical Health,UPI,Bought medication,887.92,0
3/14/2024,Food,Netbanking,Had dinner at a restaurant with friends,47.07,0
3/14/2024,Food,Credit Card,Ordered food from swiggy,192.04,0
3/14/2024,Food,Netbanking,Took out a meal from a restaurant,832.04,0
3/14/2024,Entertainment,Credit Card,Movie tickets,644.16,0
3/14/2024,Groceries,Cash,Purchased daily essentials,775.33,0
3/15/2024,Transportation,UPI,Fuel refilled for the bike,263.86,0
3/15/2024,Food,Cash,Dinner delivery from zomato,270.08,0
3/15/2024,Transportation,Credit Card,Uber ride to the office,614.14,0
3/15/2024,Groceries,Netbanking,Bought vegetables and fruits,32.84,0
3/15/2024,Food,UPI,Dinner delivery from zomato,686.58,1.34
3/15/2024,Shopping,Cash,Bought household items,526.78,0
3/15/2024,Groceries,Credit Card,Purchased daily essentials,12.33,0
3/16/2024,Food,Cash,Had lunch at hotel,695.54,0
3/16/2024,Investment,Cash,Investment in gold,921.92,0
3/16/2024,Food,Credit Card,Had dinner at a restaurant with friends,409.37,0
3/16/2024,Investment,Cash,Bought mutual fund units,15.06,0
3/16/2024,Groceries,Debit Card,Bought fresh fruits and snacks,923.64,4.17
3/16/2024,Transportation,Cash,Fuel refilled for the bike,183.36,0
3/16/2024,Transportation,Cash,Uber ride to the office,111.73,0
3/16/2024,Shopping,UPI,Bought a gift for a friend's birthday,745.75,0
3/16/2024,Medical Health,UPI,Medical insurance payment,154.37,0
3/16/2024,Groceries,Cash,Bought fresh fruits and snacks,159.97,0
3/17/2024,Investment,Credit Card,Bought mutual fund units,128.58,0
3/17/2024,Transportation,UPI,Paid for train ticket,633.14,0
3/18/2024,Groceries,Netbanking,Bought fresh fruits and snacks,711.84,0
3/18/2024,Medical Health,Credit Card,Bought medication,284.49,0
3/18/2024,Investment,Cash,Bought mutual fund units,596.42,0
3/18/2024,Food,Netbanking,Had lunch at hotel,602.51,0
3/18/2024,Entertainment,Cash,Concert tickets,340.52,0
3/18/2024,Investment,Credit Card,Invested in stocks,737.57,0
3/19/2024,Transportation,UPI,Fuel refilled for the bike,338.86,0
3/19/2024,Food,Debit Card,Dinner delivery from zomato,808.3,0
3/19/2024,Investment,Netbanking,Bought mutual fund units,844.26,0
3/19/2024,Groceries,Credit Card,Bought vegetables and fruits,848.66,0
3/19/2024,Shopping,UPI,Bought a gift for a friend's birthday,737.54,0
3/20/2024,Groceries,UPI,Bought vegetables and fruits,949.51,0
3/20/2024,Entertainment,Credit Card,Movie tickets,526.51,0
3/20/2024,Investment,Cash,Purchased bonds,876.02,0
3/20/2024,Medical Health,Cash,Health checkup cost,501.82,0
3/20/2024,Food,Debit Card,Ordered food from swiggy,891.98,0.38
3/20/2024,Groceries,Cash,Bought fresh fruits and snacks,181.62,0
3/20/2024,Investment,Debit Card,Purchased bonds,678.88,0
3/20/2024,Medical Health,UPI,Medical insurance payment,321.25,9.17
3/20/2024,Investment,Debit Card,Purchased bonds,422.64,0
3/20/2024,Groceries,Netbanking,Bought fresh fruits and snacks,393.73,0
3/20/2024,Entertainment,Credit Card,Gaming console purchase,161.96,5.3
3/21/2024,Medical Health,Debit Card,Health checkup cost,660.53,0
3/21/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,663.41,0
3/21/2024,Shopping,Netbanking,Purchased electronics,883.67,0
3/21/2024,Investment,Netbanking,Bought mutual fund units,248.41,0
3/21/2024,Groceries,Credit Card,Grocery shopping at the local store,310.6,0
3/21/2024,Entertainment,Debit Card,Concert tickets,428.55,0
3/21/2024,Groceries,Netbanking,Bought fresh fruits and snacks,440.78,0
3/21/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,173.91,1.38
3/21/2024,Groceries,UPI,Purchased daily essentials,798.02,0
3/22/2024,Groceries,Debit Card,Bought fresh fruits and snacks,313.78,0
3/22/2024,Food,Debit Card,Had dinner at a restaurant with friends,397.64,1.92
3/22/2024,Medical Health,UPI,Bought medication,994.96,4.23
3/22/2024,Medical Health,Netbanking,Medical insurance payment,387.6,0
3/22/2024,Investment,Debit Card,Bought mutual fund units,890.76,0
3/22/2024,Food,UPI,Took out a meal from a restaurant,453.19,0
3/23/2024,Groceries,UPI,Purchased daily essentials,139.2,0
3/23/2024,Shopping,Cash,Shopping for accessories,224.55,0
3/23/2024,Entertainment,Netbanking,Gaming console purchase,41.13,0
3/23/2024,Shopping,Cash,Bought household items,216.61,0
3/23/2024,Groceries,Netbanking,Purchased daily essentials,825.79,0
3/24/2024,Groceries,Debit Card,Bought vegetables and fruits,162.12,0
3/24/2024,Food,Credit Card,Ordered food from swiggy,830.28,0
3/24/2024,Transportation,Credit Card,Bought a metro ticket for travel,807.98,1.53
3/24/2024,Groceries,UPI,Grocery shopping at the local store,870.35,7.46
3/24/2024,Investment,Credit Card,Investment in gold,789.64,3.57
3/24/2024,Medical Health,Debit Card,Bought medication,241.69,0
3/24/2024,Investment,Cash,Invested in stocks,134.43,0
3/25/2024,Food,Credit Card,Dinner delivery from zomato,972.6,0
3/25/2024,Shopping,Cash,Bought clothes,443.99,0
3/25/2024,Groceries,Cash,Bought fresh fruits and snacks,103.67,0
3/25/2024,Food,UPI,Dinner delivery from zomato,610.52,5.89
3/25/2024,Entertainment,Netbanking,Movie tickets,169.37,0
3/25/2024,Groceries,UPI,Grocery shopping at the local store,853.76,5.08
3/25/2024,Shopping,Credit Card,Bought household items,713.03,0
3/26/2024,Transportation,Cash,Paid for a cab ride to work,881.82,0
3/26/2024,Transportation,Cash,Uber ride to the office,506.39,0
3/27/2024,Shopping,Netbanking,Shopping for accessories,732.6,0
3/27/2024,Medical Health,Netbanking,Doctor's consultation fee,926.9,0
3/27/2024,Entertainment,UPI,Gaming console purchase,677.74,1.07
3/27/2024,Food,Netbanking,Took out a meal from a restaurant,998.37,0
3/28/2024,Investment,Cash,Bought mutual fund units,187.93,0
3/28/2024,Shopping,Netbanking,Purchased electronics,556.93,0
3/28/2024,Shopping,Netbanking,Bought clothes,623.99,0
3/28/2024,Investment,Netbanking,Purchased bonds,403.78,0
3/28/2024,Transportation,Debit Card,Uber ride to the office,223.26,0
3/28/2024,Entertainment,Netbanking,Movie tickets,710.71,0
3/28/2024,Shopping,Credit Card,Purchased electronics,364.11,0
3/28/2024,Food,Credit Card,Had lunch at hotel,209.59,0
3/28/2024,Entertainment,UPI,Gaming console purchase,51.37,8.05
3/29/2024,Investment,Cash,Purchased bonds,816.35,0
3/29/2024,Investment,Credit Card,Bought mutual fund units,513.66,5.26
3/29/2024,Medical Health,Debit Card,Bought medication,585.45,0
3/30/2024,Shopping,Credit Card,Shopping for accessories,577.01,0
3/30/2024,Medical Health,Netbanking,Bought medication,473.12,0
3/30/2024,Investment,Netbanking,Investment in gold,845.74,0
3/30/2024,Transportation,UPI,Uber ride to the office,205.51,0
3/30/2024,Investment,Netbanking,Investment in gold,64.08,0
3/30/2024,Investment,Debit Card,Purchased bonds,812.72,9.27
3/30/2024,Groceries,Credit Card,Bought vegetables and fruits,99.27,0
3/30/2024,Groceries,Credit Card,Grocery shopping at the local store,431.24,0
4/1/2024,Medical Health,Cash,Health checkup cost,631.88,0
4/1/2024,Investment,Credit Card,Invested in stocks,986,0
4/1/2024,Food,Cash,Had dinner at a restaurant with friends,449.32,0
4/1/2024,Groceries,Cash,Purchased daily essentials,323.08,0
4/1/2024,Groceries,Cash,Bought fresh fruits and snacks,938.87,0
4/1/2024,Food,Credit Card,Ordered food from swiggy,776.33,0
4/1/2024,Investment,Netbanking,Purchased bonds,558.16,0
4/1/2024,Groceries,Netbanking,Bought vegetables and fruits,680.69,0
4/2/2024,Shopping,Cash,Bought household items,514.78,0
4/2/2024,Investment,Cash,Investment in gold,756.84,0
4/2/2024,Shopping,Credit Card,Purchased electronics,677.43,0
4/2/2024,Investment,Debit Card,Invested in stocks,69.77,0
4/2/2024,Medical Health,Debit Card,Doctor's consultation fee,297.66,0
4/2/2024,Groceries,UPI,Grocery shopping at the local store,521.13,0
4/2/2024,Food,Netbanking,Dinner delivery from zomato,37.65,0
4/3/2024,Groceries,Cash,Grocery shopping at the local store,606.75,0
4/3/2024,Groceries,Cash,Purchased daily essentials,337.88,0
4/3/2024,Transportation,Cash,Bought a metro ticket for travel,20.35,0
4/3/2024,Transportation,Netbanking,Paid for a cab ride to work,111.9,0
4/3/2024,Medical Health,Netbanking,Bought medication,343.1,0
4/3/2024,Transportation,Cash,Uber ride to the office,346.38,0
4/4/2024,Groceries,Cash,Grocery shopping at the local store,469.16,0
4/4/2024,Groceries,Cash,Purchased daily essentials,347.09,0
4/4/2024,Food,Netbanking,Dinner delivery from zomato,284.07,0
4/4/2024,Groceries,UPI,Purchased daily essentials,321.72,0
4/4/2024,Shopping,UPI,Purchased electronics,871.21,9.97
4/4/2024,Entertainment,Netbanking,Gaming console purchase,524.81,0
4/4/2024,Medical Health,Debit Card,Doctor's consultation fee,652.34,0
4/4/2024,Investment,Cash,Invested in stocks,182.16,0
4/4/2024,Medical Health,Debit Card,Bought medication,782.23,0
4/5/2024,Investment,Netbanking,Bought mutual fund units,848.2,0
4/5/2024,Shopping,Credit Card,Shopping for accessories,345.73,0
4/5/2024,Shopping,Cash,Shopping for accessories,655.16,0
4/5/2024,Entertainment,UPI,Concert tickets,762.97,0
4/5/2024,Investment,Credit Card,Invested in stocks,799.75,0
4/5/2024,Investment,Credit Card,Bought mutual fund units,364.29,0
4/5/2024,Investment,Netbanking,Investment in gold,221.61,0
4/5/2024,Medical Health,Netbanking,Bought medication,306.39,0
4/5/2024,Shopping,Netbanking,Bought clothes,349.2,0
4/5/2024,Investment,Credit Card,Invested in stocks,98.47,7.43
4/5/2024,Entertainment,Netbanking,Movie tickets,214.17,0
4/5/2024,Groceries,Debit Card,Bought fresh fruits and snacks,685.39,0
4/6/2024,Entertainment,Debit Card,Concert tickets,691.49,0
4/6/2024,Investment,Credit Card,Invested in stocks,766.23,3.66
4/6/2024,Investment,Debit Card,Invested in stocks,237.2,2.54
4/6/2024,Medical Health,Debit Card,Medical insurance payment,562.24,0
4/6/2024,Investment,Cash,Investment in gold,28.28,0
4/6/2024,Food,Netbanking,Took out a meal from a restaurant,58.87,0
4/6/2024,Groceries,Netbanking,Purchased daily essentials,161.16,0
4/6/2024,Entertainment,Cash,Gaming console purchase,766.45,0
4/6/2024,Entertainment,Cash,Movie tickets,995.26,0
4/7/2024,Food,UPI,Had lunch at hotel,898.32,3.98
4/7/2024,Transportation,Netbanking,Bought a metro ticket for travel,736.13,0
4/7/2024,Medical Health,Debit Card,Doctor's consultation fee,686.54,0
4/7/2024,Transportation,Debit Card,Paid for train ticket,236.01,0
4/7/2024,Transportation,Debit Card,Bought a metro ticket for travel,831.86,0
4/7/2024,Transportation,Cash,Bought a metro ticket for travel,966.36,0
4/7/2024,Groceries,Credit Card,Bought fresh fruits and snacks,11.38,0
4/7/2024,Investment,Debit Card,Purchased bonds,508.11,3.41
4/8/2024,Medical Health,UPI,Doctor's consultation fee,626.82,0
4/8/2024,Entertainment,Cash,Concert tickets,950.28,0
4/8/2024,Medical Health,Netbanking,Doctor's consultation fee,238.35,0
4/8/2024,Food,Netbanking,Dinner delivery from zomato,516.75,0
4/8/2024,Transportation,Credit Card,Paid for a cab ride to work,493.33,0
4/8/2024,Food,Debit Card,Ordered food from swiggy,820.29,0
4/8/2024,Food,Netbanking,Had lunch at hotel,787.01,0
4/8/2024,Food,Credit Card,Took out a meal from a restaurant,872.31,0
4/8/2024,Investment,UPI,Bought mutual fund units,749.41,0
4/8/2024,Transportation,Credit Card,Bought a metro ticket for travel,807.2,0
4/9/2024,Transportation,Credit Card,Paid for a cab ride to work,246.92,0
4/9/2024,Investment,Netbanking,Purchased bonds,599.42,0
4/9/2024,Investment,UPI,Bought mutual fund units,811.2,0
4/9/2024,Transportation,Debit Card,Uber ride to the office,765.23,0
4/9/2024,Food,UPI,Took out a meal from a restaurant,581.25,0
4/9/2024,Medical Health,Debit Card,Bought medication,706.18,0
4/9/2024,Medical Health,Debit Card,Bought medication,458.97,0
4/10/2024,Shopping,Cash,Bought household items,132.38,0
4/10/2024,Groceries,Netbanking,Grocery shopping at the local store,893.78,0
4/10/2024,Investment,Cash,Investment in gold,934.14,0
4/10/2024,Groceries,Debit Card,Bought vegetables and fruits,563.63,0
4/10/2024,Food,Netbanking,Ordered food from swiggy,661,0
4/10/2024,Entertainment,Debit Card,Gaming console purchase,168.26,2.44
4/10/2024,Food,Cash,Ordered food from swiggy,348.78,0
4/10/2024,Medical Health,Netbanking,Medical insurance payment,58.14,0
4/10/2024,Entertainment,Debit Card,Concert tickets,885.51,0
4/10/2024,Groceries,Debit Card,Bought fresh fruits and snacks,82.11,0
4/11/2024,Food,Credit Card,Ordered food from swiggy,85.76,8.12
4/11/2024,Shopping,Credit Card,Shopping for accessories,687.41,0
4/11/2024,Food,Debit Card,Dinner delivery from zomato,621.06,0
4/11/2024,Transportation,Netbanking,Uber ride to the office,757.19,0
4/11/2024,Groceries,Netbanking,Bought fresh fruits and snacks,212.58,0
4/11/2024,Groceries,UPI,Bought fresh fruits and snacks,108.91,0
4/11/2024,Groceries,UPI,Bought fresh fruits and snacks,55.82,8.73
4/12/2024,Medical Health,Netbanking,Medical insurance payment,648.14,0
4/12/2024,Shopping,Credit Card,Bought clothes,967.96,0
4/12/2024,Shopping,Netbanking,Shopping for accessories,572.86,0
4/12/2024,Groceries,Credit Card,Purchased daily essentials,471.38,0
4/12/2024,Medical Health,UPI,Health checkup cost,75.74,0
4/12/2024,Transportation,Debit Card,Fuel refilled for the bike,861.87,0
4/13/2024,Shopping,UPI,Bought a gift for a friend's birthday,706.53,0
4/13/2024,Investment,Cash,Bought mutual fund units,819.55,0
4/13/2024,Investment,Credit Card,Invested in stocks,221.95,0
4/14/2024,Food,Cash,Had dinner at a restaurant with friends,165.46,0
4/14/2024,Transportation,Cash,Paid for train ticket,939.78,0
4/14/2024,Transportation,Credit Card,Paid for train ticket,575.71,0
4/14/2024,Food,UPI,Had dinner at a restaurant with friends,826.42,0
4/14/2024,Entertainment,Cash,Movie tickets,388.84,0
4/14/2024,Entertainment,Cash,Concert tickets,441.27,0
4/14/2024,Food,Netbanking,Ordered food from swiggy,754.29,0
4/15/2024,Transportation,Netbanking,Fuel refilled for the bike,681.74,0
4/15/2024,Medical Health,UPI,Health checkup cost,875.83,0
4/15/2024,Entertainment,Cash,Concert tickets,144.06,0
4/15/2024,Shopping,Debit Card,Bought clothes,264.02,0
4/15/2024,Transportation,Debit Card,Fuel refilled for the bike,804.34,0
4/15/2024,Shopping,Netbanking,Shopping for accessories,801.34,0
4/15/2024,Groceries,Netbanking,Bought fresh fruits and snacks,776.47,0
4/15/2024,Investment,Cash,Bought mutual fund units,587.09,0
4/16/2024,Medical Health,Credit Card,Medical insurance payment,581.77,9.61
4/16/2024,Shopping,UPI,Purchased electronics,647.91,0
4/16/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,876.08,0
4/16/2024,Investment,UPI,Investment in gold,533.43,0
4/16/2024,Investment,Credit Card,Bought mutual fund units,468.11,2.84
4/16/2024,Transportation,Netbanking,Bought a metro ticket for travel,112.97,0
4/16/2024,Medical Health,Netbanking,Health checkup cost,124.36,0
4/17/2024,Groceries,Netbanking,Bought fresh fruits and snacks,969.37,0
4/17/2024,Food,Cash,Had lunch at hotel,587.86,0
4/17/2024,Groceries,Netbanking,Bought vegetables and fruits,878.58,0
4/17/2024,Shopping,Debit Card,Bought household items,883.28,0
4/17/2024,Investment,Netbanking,Invested in stocks,359.17,0
4/18/2024,Entertainment,Netbanking,Movie tickets,242,0
4/18/2024,Transportation,UPI,Uber ride to the office,185.35,0
4/19/2024,Food,Debit Card,Had lunch at hotel,916.92,3.52
4/19/2024,Investment,Cash,Purchased bonds,482.44,0
4/19/2024,Entertainment,UPI,Gaming console purchase,268.21,0
4/19/2024,Transportation,Netbanking,Paid for a cab ride to work,661.91,0
4/19/2024,Food,UPI,Had dinner at a restaurant with friends,572.42,2.16
4/19/2024,Shopping,Netbanking,Purchased electronics,213.87,0
4/19/2024,Groceries,UPI,Grocery shopping at the local store,885.06,0
4/19/2024,Food,Debit Card,Took out a meal from a restaurant,64.12,0
4/19/2024,Groceries,Netbanking,Bought vegetables and fruits,693.29,0
4/19/2024,Entertainment,UPI,Movie tickets,533.68,0
4/19/2024,Entertainment,UPI,Gaming console purchase,156.33,0
4/20/2024,Entertainment,UPI,Gaming console purchase,824.36,1.26
4/20/2024,Medical Health,Debit Card,Bought medication,212.62,0.67
4/20/2024,Shopping,UPI,Shopping for accessories,217.19,0
4/20/2024,Food,Credit Card,Ordered food from swiggy,879.86,3.63
4/20/2024,Groceries,Cash,Grocery shopping at the local store,982.66,0
4/20/2024,Food,UPI,Had dinner at a restaurant with friends,778.09,0
4/21/2024,Groceries,Credit Card,Grocery shopping at the local store,342.31,0
4/21/2024,Medical Health,Cash,Medical insurance payment,563.88,0
4/21/2024,Transportation,Cash,Bought a metro ticket for travel,156.45,0
4/21/2024,Entertainment,UPI,Gaming console purchase,294.51,0
4/21/2024,Shopping,Cash,Bought household items,799.9,0
4/21/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,726.05,0
4/21/2024,Transportation,Debit Card,Paid for a cab ride to work,410.29,3.93
4/21/2024,Entertainment,Debit Card,Movie tickets,972.61,0
4/21/2024,Food,Debit Card,Had dinner at a restaurant with friends,701.7,0
4/21/2024,Transportation,Cash,Uber ride to the office,660.04,0
4/22/2024,Food,Netbanking,Took out a meal from a restaurant,115.23,0
4/22/2024,Transportation,Cash,Paid for train ticket,152.46,0
4/23/2024,Shopping,Cash,Purchased electronics,829.46,0
4/23/2024,Transportation,Netbanking,Paid for train ticket,196.35,0
4/23/2024,Shopping,UPI,Bought a gift for a friend's birthday,478.78,0
4/24/2024,Investment,UPI,Investment in gold,899.84,0
4/24/2024,Entertainment,Credit Card,Gaming console purchase,673.96,0
4/24/2024,Groceries,Credit Card,Grocery shopping at the local store,377.43,0
4/24/2024,Food,Netbanking,Had lunch at hotel,401.65,0
4/24/2024,Entertainment,Cash,Gaming console purchase,452.83,0
4/24/2024,Shopping,Credit Card,Purchased electronics,710.5,0
4/24/2024,Shopping,Cash,Shopping for accessories,952.58,0
4/24/2024,Medical Health,Cash,Doctor's consultation fee,826.46,0
4/24/2024,Transportation,UPI,Bought a metro ticket for travel,568.17,0
4/24/2024,Shopping,Debit Card,Bought household items,724.19,0
4/25/2024,Investment,Netbanking,Bought mutual fund units,339.5,0
4/25/2024,Groceries,Cash,Purchased daily essentials,407.38,0
4/25/2024,Investment,UPI,Invested in stocks,79.38,0
4/26/2024,Food,Credit Card,Dinner delivery from zomato,802.16,0.94
4/26/2024,Food,Netbanking,Had lunch at hotel,970.08,0
4/26/2024,Medical Health,Debit Card,Doctor's consultation fee,160.88,0
4/26/2024,Investment,Cash,Purchased bonds,636.2,0
4/26/2024,Entertainment,Cash,Movie tickets,577.56,0
4/26/2024,Groceries,UPI,Grocery shopping at the local store,221.13,0
4/26/2024,Entertainment,UPI,Gaming console purchase,372.47,4.76
4/26/2024,Investment,UPI,Investment in gold,435.31,3.93
4/26/2024,Food,Cash,Had dinner at a restaurant with friends,709.91,0
4/26/2024,Shopping,Cash,Bought a gift for a friend's birthday,933.3,0
4/27/2024,Shopping,Debit Card,Purchased electronics,370.87,0
4/27/2024,Investment,Netbanking,Bought mutual fund units,665.21,0
4/27/2024,Investment,Cash,Invested in stocks,288.13,0
4/27/2024,Food,UPI,Had lunch at hotel,940.14,0
4/27/2024,Transportation,UPI,Fuel refilled for the bike,14.53,0
4/27/2024,Investment,Cash,Investment in gold,51.99,0
4/27/2024,Transportation,Netbanking,Bought a metro ticket for travel,625.71,0
4/28/2024,Food,Debit Card,Dinner delivery from zomato,689.49,0
4/29/2024,Entertainment,Debit Card,Movie tickets,227.5,0
4/29/2024,Shopping,Credit Card,Shopping for accessories,139.86,0
4/29/2024,Investment,UPI,Investment in gold,764.15,0
4/29/2024,Investment,Debit Card,Purchased bonds,720.47,0
4/29/2024,Food,Netbanking,Ordered food from swiggy,41.23,0
4/29/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,130.46,9.86
5/1/2024,Food,Netbanking,Ordered food from swiggy,511.71,0
5/1/2024,Entertainment,Cash,Gaming console purchase,299.73,0
5/1/2024,Medical Health,Netbanking,Health checkup cost,395.37,0
5/1/2024,Food,Debit Card,Ordered food from swiggy,490.43,0
5/2/2024,Shopping,Credit Card,Shopping for accessories,285.21,0
5/2/2024,Medical Health,Cash,Medical insurance payment,753.56,0
5/2/2024,Transportation,Credit Card,Uber ride to the office,218.7,0
5/2/2024,Food,Debit Card,Ordered food from swiggy,632.44,0
5/2/2024,Shopping,Cash,Bought clothes,711.93,0
5/2/2024,Shopping,Netbanking,Bought clothes,313.63,0
5/2/2024,Entertainment,UPI,Movie tickets,821.53,0
5/3/2024,Shopping,Cash,Bought clothes,912.37,0
5/3/2024,Food,Cash,Dinner delivery from zomato,160.12,0
5/3/2024,Shopping,Credit Card,Purchased electronics,639.06,0
5/3/2024,Investment,Debit Card,Investment in gold,578.14,7.24
5/3/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,142.37,0
5/3/2024,Shopping,Cash,Purchased electronics,712.94,0
5/3/2024,Groceries,Credit Card,Bought vegetables and fruits,972.52,0
5/3/2024,Groceries,Debit Card,Purchased daily essentials,89,0
5/4/2024,Medical Health,Credit Card,Health checkup cost,569.6,0
5/4/2024,Food,Cash,Took out a meal from a restaurant,677.07,0
5/5/2024,Entertainment,Debit Card,Gaming console purchase,947.39,0
5/5/2024,Groceries,Debit Card,Purchased daily essentials,671.59,5.28
5/5/2024,Transportation,Debit Card,Fuel refilled for the bike,48.76,0
5/5/2024,Food,Debit Card,Had dinner at a restaurant with friends,929.93,0
5/5/2024,Entertainment,Credit Card,Gaming console purchase,371.15,0
5/5/2024,Transportation,Credit Card,Uber ride to the office,239.78,0
5/5/2024,Entertainment,UPI,Movie tickets,143.35,4.2
5/5/2024,Shopping,Credit Card,Shopping for accessories,66.31,7.22
5/5/2024,Entertainment,Debit Card,Movie tickets,734.46,0
5/6/2024,Shopping,Netbanking,Shopping for accessories,503.58,0
5/6/2024,Investment,Debit Card,Purchased bonds,477.76,7.22
5/6/2024,Food,Debit Card,Took out a meal from a restaurant,679.03,0
5/6/2024,Investment,Netbanking,Purchased bonds,250.88,0
5/6/2024,Medical Health,Debit Card,Bought medication,917.88,0
5/7/2024,Investment,Netbanking,Investment in gold,204.1,0
5/7/2024,Shopping,Credit Card,Shopping for accessories,126.5,0
5/7/2024,Transportation,Cash,Uber ride to the office,623.92,0
5/7/2024,Medical Health,Debit Card,Medical insurance payment,200.71,0
5/7/2024,Entertainment,Debit Card,Concert tickets,963.8,0
